Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
Toyota,Land Cruiser,Saudi,Black,Full,5.7,Gas,Automatic,119000,Dammam,180000,10
Chevrolet,Tahoe,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000,10
Honda,Accord,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000,Riyadh,102000,6
Nissan,Land Cruiser Pickup,Saudi,White,Full,4.0,Gas,Automatic,44000,Riyadh,95000,9
Subaru,Forester,Saudi,White,Standard,2.4,Gas,Automatic,113000,Dammam,18500,15
Toyota,Sequoia,Saudi,White,Semi Full,5.7,Gas,Automatic,275000,Makkah,55000,16
Renault,Duster,Saudi,Oily,Standard,2.0,Gas,Automatic,53811,Riyadh,29500,7
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,93049,Riyadh,29500,6
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,87042,Riyadh,29500,6
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,85093,Riyadh,29500,6
BMW,The 4,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,122000,Riyadh,110000,10
Lexus,GS,Gulf Arabic,Black,Full,1.0,Gas,Automatic,78000,Riyadh,170000,8
Mitsubishi,Pajero,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525,Riyadh,78000,7
Hyundai,Sonata,Gulf Arabic,Blue,Full,2.4,Gas,Automatic,76000,Riyadh,68000,9
Mercedes,C,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,119000,Riyadh,130000,9
Chrysler,C300,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000,Riyadh,135000,7
MINI,Cooper,Gulf Arabic,Black,Full,2.0,Gas,Automatic,42000,Riyadh,95000,9
Chevrolet,Impala,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,84000,Riyadh,77000,6
Toyota,Avalon,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000,Riyadh,118000,8
GMC,Acadia,Saudi,White,Semi Full,3.6,Gas,Automatic,106000,Riyadh,75000,9
GMC,Sierra,Gulf Arabic,Grey,Full,5.3,Gas,Automatic,32000,Riyadh,158000,5
Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000,Riyadh,141000,8
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,39000,Riyadh,160000,8
Honda,City,Saudi,Black,Full,4.0,Gas,Automatic,51000,Riyadh,41000,9
Mitsubishi,Pajero,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000,Riyadh,76000,7
Chevrolet,Tahoe,Gulf Arabic,White,Full,5.3,Gas,Automatic,73000,Riyadh,142000,8
Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,39000,Riyadh,151000,8
Kia,Cadenza,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,72000,Riyadh,88000,6
Ford,Echo Sport,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000,5
Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500,6
Renault,Duster,Saudi,Grey,Standard,2.0,Gas,Automatic,117719,Riyadh,29500,7
Ford,Figo,Saudi,White,Standard,1.5,Gas,Automatic,51717,Jeddah,29500,6
Ford,Figo,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500,6
Mercedes,CLA,Saudi,Red,Full,2.0,Gas,Automatic,103000,Riyadh,110000,8
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,75000,Riyadh,125000,8
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,24000,Riyadh,160000,8
Chevrolet,Tahoe,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,168000,8
Land Rover,Range Rover,Saudi,White,Full,3.8,Gas,Automatic,26000,Riyadh,170000,7
BMW,The 5,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000,9
Toyota,Camry,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000,Riyadh,72000,9
Hyundai,Sonata,Gulf Arabic,White,Standard,2.4,Gas,Automatic,35000,Riyadh,64000,6
Chevrolet,Silverado,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000,Riyadh,107000,8
Audi,A5,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,90000,Riyadh,115000,9
Hyundai,Santa fe,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000,Riyadh,79000,9
Chevrolet,Tahoe,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,92000,9
Jeep,Cherokee,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,81000,Riyadh,88000,9
Toyota,Camry,Gulf Arabic,White,Full,2.5,Gas,Automatic,42000,Riyadh,95000,7
Nissan,Altima,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000,Riyadh,68000,7
BMW,X,Gulf Arabic,White,Full,4.4,Gas,Automatic,130000,Riyadh,160000,9
Nissan,Patrol,Saudi,Grey,Semi Full,4.8,Gas,Automatic,134000,Riyadh,135000,10
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,115000,8
MINI,Cooper,Saudi,Silver,Full,2.0,Gas,Manual,59000,Riyadh,85000,7
Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,85000,Riyadh,141000,8
Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,75000,Riyadh,141000,8
Chevrolet,Impala,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,85000,Riyadh,68500,6
Toyota,FJ,Saudi,Grey,Standard,4.0,Gas,Automatic,46000,Riyadh,135000,5
Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500,7
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,110448,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000,8
Chevrolet,Suburban,Gulf Arabic,Black,Full,5.3,Gas,Automatic,48000,Riyadh,163000,7
Chevrolet,Impala,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,85000,Riyadh,73000,6
Honda,Odyssey,Gulf Arabic,Black,Full,3.5,Gas,Automatic,80000,Riyadh,72000,9
Nissan,Altima,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000,Riyadh,115000,6
Genesis,G80,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000,Riyadh,119000,8
Mercedes,C,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Riyadh,143000,8
Mercedes,E,Gulf Arabic,White,Full,3.0,Gas,Automatic,120000,Riyadh,135000,9
Hyundai,Sonata,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,28000,Riyadh,68000,6
Hyundai,Santa fe,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,350000,Riyadh,52000,10
Chevrolet,Tahoe,Saudi,Bronze,Full,5.3,Gas,Automatic,292000,Riyadh,55000,15
Chevrolet,Suburban,Gulf Arabic,Black,Semi Full,5.3,Gas,Automatic,58000,Riyadh,170000,7
Kia,Optima,Gulf Arabic,White,Standard,2.0,Gas,Automatic,48000,Riyadh,67000,7
Jeep,Wrangler,Gulf Arabic,Green,Full,3.6,Gas,Automatic,42000,Riyadh,110000,8
Mercedes,CLA,Gulf Arabic,White,Full,2.0,Gas,Automatic,28000,Riyadh,149000,6
GMC,Yukon,Gulf Arabic,Bronze,Standard,5.3,Gas,Automatic,88000,Riyadh,141000,9
Ford,Expedition,Gulf Arabic,White,Full,3.5,Gas,Automatic,81000,Riyadh,88000,9
Hyundai,Sonata,Gulf Arabic,White,Full,2.4,Gas,Automatic,38000,Riyadh,63000,9
Lexus,ES,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000,Riyadh,105000,10
Chevrolet,Impala,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000,Dammam,40000,11
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,173700,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,207135,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,114250,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,197990,Riyadh,30000,8
Cadillac,XT5,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000,8
Jeep,Wrangler,Gulf Arabic,Orange,Standard,3.0,Gas,Manual,40000,Riyadh,115000,7
GMC,Acadia,Saudi,Black,Semi Full,3.6,Gas,Automatic,148000,Riyadh,70000,9
GMC,Yukon,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,175000,9
Chevrolet,Cruze,Gulf Arabic,White,Semi Full,1.6,Gas,Automatic,52000,Riyadh,45000,9
Mercedes,GLC,Gulf Arabic,White,Full,2.0,Gas,Automatic,51000,Riyadh,185000,7
Kia,Optima,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680,Riyadh,49000,10
Kia,Cadenza,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000,Riyadh,95000,7
GMC,Yukon,Gulf Arabic,Black,Full,5.3,Gas,Automatic,61000,Riyadh,165000,9
GMC,Sierra,Saudi,White,Standard,6.0,Gas,Automatic,231000,Riyadh,45000,14
Ford,Explorer,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,53000,Riyadh,113000,9
GMC,Sierra,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000,Riyadh,159000,5
Lexus,ES,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000,Riyadh,115000,9
Toyota,Land Cruiser,Gulf Arabic,White,Full,5.7,Gas,Automatic,42000,Riyadh,138000,9
Mercedes,C,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000,Riyadh,120000,10
Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,146000,Riyadh,118000,9
Nissan,Navara,Saudi,White,Full,2.5,Gas,Manual,83000,Jeddah,45000,10
Toyota,Fortuner,Saudi,Golden,Standard,2.7,Gas,Automatic,350000,Riyadh,50000,12
Daihatsu,Gran Max,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000,11
Toyota,Corolla,Saudi,Another Color,Standard,1.6,Gas,Automatic,16479,Riyadh,56000,5
Toyota,Avalon,Saudi,Red,Full,3.5,Gas,Automatic,169000,Aseer,75000,12
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,125848,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,132567,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,76938,Riyadh,30000,8
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,114482,Riyadh,30000,8
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000,7
Hyundai,Accent,Saudi,Silver,Standard,1.6,Gas,Automatic,105444,Riyadh,33000,6
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000,8
Toyota,Fortuner,Saudi,Grey,Full,3.0,Gas,Automatic,18448,Riyadh,130000,6
Chevrolet,Aveo,Saudi,White,Standard,1.5,Gas,Automatic,118000,Riyadh,20000,8
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,62000,Riyadh,35000,7
Chevrolet,Spark,Saudi,White,Standard,1.4,Gas,Automatic,96342,Riyadh,25000,6
Land Rover,Range Rover,Saudi,Blue,Full,4.4,Gas,Automatic,289000,Riyadh,20000,19
Honda,Civic,Saudi,White,Semi Full,1.6,Gas,Automatic,41000,Jeddah,67000,6
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,168347,Riyadh,30000,8
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,86871,Riyadh,30500,6
Kia,Soul,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603,Riyadh,31500,11
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,87995,Riyadh,31500,8
Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,37800,Jeddah,106000,8
Renault,Fluence,Saudi,White,Standard,1.6,Gas,Manual,280,Al-Baha,18000,10
Toyota,Rav4,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000,7
Hyundai,Azera,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000,6
Hyundai,Santa fe,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000,9
Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,175000,Jeddah,77000,9
Hyundai,Sonata,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000,7
Kia,Sportage,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000,8
Toyota,Rav4,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000,9
Honda,Accord,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000,11
Toyota,Fortuner,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000,6
Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000,9
Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000,7
Hyundai,Tucson,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000,9
Toyota,Innova,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000,Riyadh,67000,7
Genesis,G80,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000,7
Kia,Sportage,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000,8
Toyota,Land Cruiser Pickup,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000,11
Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000,8
Mazda,CX9,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000,9
Toyota,Yaris,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500,7
Nissan,Sentra,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500,9
Renault,Dokker,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000,6
Toyota,Camry,Saudi,Blue,Full,2.4,Gas,Automatic,317,Jeddah,22000,16
Lexus,LX,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000,11
Hyundai,Veloster,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000,6
Kia,Cadenza,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000,8
Mazda,6,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000,9
Hyundai,Sonata,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000,5
Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000,9
Hyundai,Genesis,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000,8
Hyundai,Sonata,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000,7
Toyota,Yaris,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000,8
Lexus,ES,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000,Riyadh,128000,8
Nissan,Maxima,Saudi,White,Full,3.5,Gas,Automatic,155000,Riyadh,65000,9
GMC,Yukon,Saudi,Black,Semi Full,5.0,Gas,Automatic,204000,Riyadh,44000,15
Hyundai,Tucson,Saudi,White,Full,2.0,Gas,Automatic,251000,Riyadh,49000,10
Nissan,X-Trail,Saudi,Another Color,Full,2.7,Gas,Automatic,65000,Riyadh,52000,9
Toyota,Yaris,Saudi,Grey,Standard,1.4,Gas,Automatic,125000,Riyadh,30000,8
Toyota,Camry,Saudi,Brown,Full,2.5,Gas,Automatic,49000,Riyadh,82000,6
Hyundai,Azera,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000,Riyadh,77000,7
Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000,Riyadh,110000,8
Ford,Fusion,Saudi,White,Semi Full,2.0,Gas,Automatic,260000,Riyadh,30000,11
Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000,Riyadh,127000,8
Nissan,Patrol,Saudi,White,Full,4.0,Gas,Automatic,208000,Riyadh,72000,15
GMC,Yukon,Saudi,Bronze,Semi Full,5.0,Gas,Automatic,303000,Riyadh,36000,18
Toyota,Camry,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,145,Jeddah,25000,15
BMW,X,Saudi,Black,Full,1.6,Gas,Automatic,98000,Riyadh,150000,10
Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,124975,Riyadh,33000,7
Nissan,Sunny,Saudi,Another Color,Standard,1.5,Gas,Automatic,38920,Jeddah,33500,6
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,56991,Jeddah,33500,6
Hyundai,Accent,Saudi,White,Semi Full,1.6,Gas,Automatic,109746,Riyadh,34000,8
Chevrolet,Tahoe,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000,Riyadh,42000,14
Honda,Accord,Saudi,White,Semi Full,2.4,Gas,Automatic,15000,Riyadh,58000,13
Chevrolet,Spark,Saudi,White,Standard,1.4,Gas,Automatic,101000,Riyadh,21000,8
Lexus,ES,Gulf Arabic,Another Color,Semi Full,3.0,Gas,Automatic,91000,Riyadh,112000,8
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,258000,Riyadh,62000,9
Lexus,ES,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000,Riyadh,108000,9
Hyundai,Elantra,Saudi,White,Full,2.0,Gas,Automatic,176000,Riyadh,35000,10
Hyundai,Elantra,Saudi,Grey,Standard,2.0,Gas,Automatic,56000,Riyadh,50000,5
Hyundai,Accent,Saudi,Brown,Standard,1.4,Gas,Automatic,112000,Riyadh,27000,8
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,110000,Riyadh,27000,8
Kia,Rio,Saudi,Red,Standard,1.4,Gas,Automatic,157000,Riyadh,25000,9
Hyundai,Elantra,Saudi,Another Color,Standard,2.0,Gas,Automatic,119000,Riyadh,33000,9
Mercedes,C,Other,Black,Full,2.0,Gas,Automatic,70000,Jeddah,177000,7
Toyota,FJ,Saudi,Grey,Semi Full,4.0,Gas,Automatic,17000,Riyadh,140000,5
Chevrolet,Tahoe,Other,White,Semi Full,5.3,Gas,Automatic,228400,Jazan,39000,18
Ford,Expedition,Saudi,Grey,Standard,3.5,Gas,Automatic,55000,Jeddah,143000,7
Chevrolet,Tahoe,Saudi,Navy,Semi Full,5.3,Gas,Automatic,33000,Riyadh,163000,6
Toyota,Corolla,Other,White,Full,2.0,Gas,Automatic,80000,Riyadh,39000,10
Hyundai,Accent,Saudi,Red,Standard,1.4,Gas,Automatic,89685,Riyadh,34500,6
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,102109,Riyadh,35000,7
Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,93315,Riyadh,35500,7
Lexus,LX,Saudi,Silver,Standard,5.7,Gas,Automatic,240000,Riyadh,145000,12
Chevrolet,Caprice,Saudi,Black,Semi Full,6.0,Gas,Automatic,325000,Riyadh,53000,12
GMC,Yukon,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,10
Toyota,FJ,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,74658,Riyadh,135000,8
GMC,Sierra,Saudi,Red,Full,6.2,Gas,Automatic,124418,Riyadh,120000,8
Chevrolet,Tahoe,Saudi,Silver,Semi Full,5.3,Gas,Automatic,71000,Riyadh,125000,10
Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,123496,Riyadh,130000,9
GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,166616,Riyadh,135000,10
GMC,Yukon,Saudi,Brown,Semi Full,5.3,Gas,Automatic,129356,Riyadh,140000,9
GMC,Sierra,Saudi,White,Full,5.3,Gas,Automatic,82576,Riyadh,120000,9
Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,54494,Riyadh,85000,6
GMC,Yukon,Saudi,White,Standard,5.3,Gas,Automatic,82343,Riyadh,125000,10
Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,180000,Riyadh,70000,11
Hyundai,H1,Saudi,White,Semi Full,2.4,Gas,Automatic,179000,Riyadh,45000,9
Chevrolet,Tahoe,Saudi,Black,Semi Full,5.3,Gas,Automatic,160428,Riyadh,65000,11
Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,330000,Riyadh,43000,12
Chevrolet,Tahoe,Saudi,White,Semi Full,5.7,Gas,Automatic,192036,Riyadh,110000,10
GMC,Yukon,Saudi,Red,Semi Full,5.3,Gas,Automatic,77000,Riyadh,80000,12
Mazda,6,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,25712,Riyadh,78000,7
Hyundai,H1,Saudi,White,Semi Full,2.7,Gas,Automatic,140000,Riyadh,55000,10
Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,97955,Riyadh,145000,9
GMC,Yukon,Saudi,Black,Semi Full,6.0,Gas,Automatic,168000,Riyadh,150000,7
GMC,Yukon,Saudi,White,Full,6.2,Gas,Automatic,168576,Riyadh,150000,10
Honda,Accord,Saudi,White,Semi Full,2.5,Gas,Automatic,92034,Riyadh,67000,9
Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,81967,Riyadh,35500,7
Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,229507,Riyadh,35500,8
Nissan,Altima,Saudi,Bronze,Semi Full,2.5,Gas,Automatic,139337,Riyadh,36500,11
Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,131889,Riyadh,36500,8
Chevrolet,Tahoe,Saudi,Black,Semi Full,5.7,Gas,Automatic,230000,Riyadh,38000,17
Nissan,Datsun,Saudi,White,Semi Full,2.5,Gas,Manual,174436,Riyadh,35000,10
Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,155000,Riyadh,77000,9
Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,105286,Riyadh,136000,9
GMC,Yukon,Saudi,White,Full,5.3,Gas,Automatic,133490,Riyadh,143000,10
Chevrolet,Caprice,Saudi,Another Color,Full,6.0,Gas,Automatic,163000,Riyadh,82000,11
Chevrolet,Caprice,Saudi,Another Color,Full,5.7,Gas,Automatic,200000,Riyadh,46000,14
Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,268041,Riyadh,75000,10
GMC,Yukon,Saudi,Golden,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000,10
Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,260000,Riyadh,52000,13
Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,158039,Riyadh,75000,8
Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,62556,Riyadh,85000,6
Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,61817,Riyadh,85000,6
Chevrolet,Caprice,Saudi,White,Standard,6.2,Gas,Automatic,209861,Riyadh,65000,12
GMC,Yukon,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,55106,Riyadh,150000,9
Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,107320,Riyadh,130000,9
Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,105000,Riyadh,80000,10
Toyota,Land Cruiser 70,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,177000,Riyadh,90000,9
Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,244000,Riyadh,70000,10
Toyota,Land Cruiser,Saudi,White,Full,5.7,Gas,Automatic,175023,Riyadh,150000,11
Toyota,Land Cruiser Pickup,Saudi,Another Color,Full,4.0,Gas,Manual,203843,Riyadh,90000,10
Chevrolet,Caprice,Saudi,Silver,Standard,6.2,Gas,Automatic,55769,Riyadh,90000,12
Toyota,Camry,Saudi,Another Color,Full,2.5,Gas,Automatic,61000,Riyadh,77000,8
Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,131099,Jeddah,36500,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,104681,Riyadh,36500,7
Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,73567,Riyadh,36500,6
Toyota,Innova,Saudi,White,Semi Full,2.7,Gas,Automatic,14588,Riyadh,85000,7
Honda,Accord,Saudi,Grey,Semi Full,2.4,Gas,Automatic,250920,Riyadh,55000,12
Chevrolet,Tahoe,Saudi,Silver,Standard,5.3,Gas,Automatic,176332,Riyadh,120000,10
Nissan,Patrol,Saudi,Black,Full,4.0,Gas,Automatic,42527,Riyadh,170000,6
GMC,Yukon,Saudi,Bronze,Semi Full,6.0,Gas,Automatic,61339,Riyadh,155000,8
Nissan,Navara,Saudi,White,Semi Full,2.5,Gas,Automatic,178754,Riyadh,45000,11
Chevrolet,Caprice,Saudi,Grey,Semi Full,6.0,Gas,Automatic,208647,Riyadh,74000,9
Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,55700,Riyadh,90000,12
Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,55000,Riyadh,70000,9
Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,76000,Riyadh,38000,8
Hyundai,Sonata,Saudi,White,Full,2.4,Gas,Automatic,48000,Riyadh,68000,6
GMC,Yukon,Saudi,Brown,Semi Full,5.7,Gas,Automatic,48000,Riyadh,150000,9
Chevrolet,Caprice,Saudi,Grey,Standard,6.0,Gas,Automatic,130000,Riyadh,75000,12
Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,230000,Riyadh,75000,9
Jeep,Wrangler,Other,Black,Full,3.8,Gas,Manual,188,Riyadh,47000,15
Chevrolet,Tahoe,Saudi,Oily,Standard,5.3,Gas,Automatic,30800,Makkah,166000,5
Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,134946,Jeddah,37500,7
Hyundai,Accent,Saudi,Another Color,Standard,1.4,Gas,Automatic,102650,Riyadh,37500,6
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,30302,Riyadh,38000,6
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,13081,Riyadh,38000,7
Mercedes,C,Other,Black,Semi Full,2.0,Gas,Automatic,22000,Dammam,180000,6
BMW,X,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,71000,Dammam,170000,8
Kia,Seltos,Saudi,Blue,Semi Full,1.6,Gas,Automatic,4800,Riyadh,73000,5
GMC,Acadia,Saudi,Red,Full,3.6,Gas,Automatic,250000,Khobar,50000,11
Mercedes,C,Other,Silver,Full,2.0,Gas,Automatic,96000,Dammam,170000,8
Ford,Flex,Saudi,White,Standard,3.5,Gas,Automatic,93000,Riyadh,45000,10
Toyota,Innova,Gulf Arabic,White,Full,2.7,Gas,Automatic,190000,Riyadh,65000,9
Lexus,ES,Saudi,Black,Semi Full,3.5,Gas,Automatic,89000,Jeddah,95000,9
Ford,Victoria,Saudi,Blue,Semi Full,3.5,Gas,Automatic,280000,Riyadh,26000,15
